also_known_as,birthday,deathday,gender,homepage,id,imdb_id,known_for_department,name,place_of_birth,popularity
,,,0,,2256672,,Costume & Make-Up,Kris Kearney,,0.6
,,,0,,2256673,,Directing,Michael Greenwood,,0.7
,,,0,,2256674,,Sound,Ron Grafton,,0.694
,,,0,,2256676,,Camera,David Moenkhaus,,0.6
,,,0,,2256677,,Production,Julie Weiss,,0.6
,,,0,,2256678,,Costume & Make-Up,Cookie Beard,,0.6
,,,0,,2256679,,Production,Chris Cozzi,,0.6
,,,0,,3617947,,Camera,Tim.L.armstutz,,1.159
"Robert DeNiro, Robert Anthony De Niro Jr. ,Bobby DeNiro ,Роберт Де Ниро,روبرت دي نيرو,ロバート・デ・ニーロ,罗伯特·德尼罗,รอเบิร์ต เดอ นิโร,로버트 드 니로,Ρόμπερτ Ντε Νίρο,Ρόμπερτ Μάριο Ντε Νίρο,رابرت دنیرو,De Niro, Robert",1943-08-17,,2,,380,nm0000134,Acting,Robert De Niro,"Greenwich Village, New York City, New York, USA",41.358
,1901-09-17,1982-02-17,2,,3171,nm0833448,Acting,Lee Strasberg,"Budzanów, Austria-Hungary",2.883
,1923-04-05,1995-02-14,2,,3172,nm0311155,Acting,Michael V. Gazzo,"Hillside, New Jersey, USA",10.837
G.D. Spradlin,1920-08-31,2011-07-24,2,,3173,nm0819525,Acting,G. D. Spradlin,"Pauls Valley, Oklahoma, USA",6.412
Гастоне Москин,1929-06-08,2017-09-04,2,,3281,nm0608311,Acting,Gastone Moschin,"San Giovanni Lupatoto, Veneto, Italy",5.262
B. Kirby Jr.,1949-04-28,2006-08-14,2,,9257,nm0456124,Acting,Bruno Kirby,"New York City, New York, USA",11.8
,1945-08-16,,1,,3279,nm0211495,Acting,Francesca De Sapio,"Roma, Italy",5.007
"Mariana Hill,Marianne Hill,Marianna Renfred",1941-02-09,,1,,15659,nm0384494,Acting,Marianna Hill,"Santa Barbara de Nexe, Portugal",20.682
Леопольдо Триесте,1917-05-03,2003-01-25,2,,14151,nm0872689,Acting,Leopoldo Trieste,"Reggio Calabria, Calabria, Italy",4.798
Доминик Кьянезе,1931-02-24,,2,,68186,nm0156940,Acting,Dominic Chianese,"Bronx, New York City, New York, USA",7.913
,1909-09-27,1984-12-13,2,,99788,nm0869293,Acting,Amerigo Tot,,2.917
,1936-01-27,2001-09-02,2,,45363,nm0001148,Acting,Troy Donahue,"New York City, New York, U.S.",10.002
"Jonathan ""John"" Aprea",1941-03-04,,2,,104504,nm0032501,Acting,John Aprea,"Englewood, New Jersey, USA",6.533
,1934-06-24,1994-09-22,1,,24697,nm0141404,Acting,Maria Carta,"Siligo, Sardinia, Italy",2.724
,,,2,,3280,nm0049764,Acting,Oreste Baldini,,2.973
,,,2,,3333,nm0798077,Acting,Giuseppe Sillato,,2.348
,,,2,,1343811,nm0182876,Production,Mario Cotone,,6.418
,,,2,,1503033,nm0332631,Acting,James Gounaris,,2.426
,1932-10-06,1983-05-08,1,,116739,nm0816670,Acting,Fay Spain,"Phoenix, Arizona, USA",8.397
"Χάρι Ντιν Στάντον,Гарри Дин Стентон,Dean Stanton",1926-07-14,2017-09-15,2,,5048,nm0001765,Acting,Harry Dean Stanton,"West Irvine, Kentucky, USA",7.983
"James Murdock,James Murdoch,Jim Murdock,David Lee Baker",1931-06-22,1981-12-24,2,,3353549,nm0048371,Acting,David Baker,"Normal, Illinois, USA",1.36
,1934-01-23,2019-05-28,2,,133853,nm0137142,Acting,Carmine Caridi,"New York City, New York, USA",4.958
"Daniel Louis Aiello Jr.,Daniel Aiello,Dan Aiello ",1933-06-20,2019-12-12,2,,1004,nm0000732,Acting,Danny Aiello,"Manhattan, New York City, New York, USA",15.506
,,,2,,14553,nm0286148,Acting,Carmine Foresta,,2.975
,,,2,,1503034,nm0228294,Acting,Nick Discenza,,0.659
,1916-01-17,1987-03-27,2,,69948,nm0101115,Writing,William Bowers,"Las Cruces, New Mexico, USA",2.276
,1934-05-05,2003-07-20,2,,1581646,,Acting,Joseph Della Sorte,"Yonkers, New York, USA ",2.221
"Carmen Antimo Argenziano ",1943-10-27,2019-02-10,2,,28413,nm0034492,Acting,Carmen Argenziano,"Sharon, Pennsylvania, USA",6.999
,1931-01-28,2009-03-19,2,,1503037,nm0280831,Acting,Ezio Flagello,"New York City, New York, USA",0.63
,,,2,,1503038,nm0320400,Acting,Livio Giorgi,,0.917
Kathy Beller,1956-02-19,,1,,76064,nm0000898,Acting,Kathleen Beller,"Westchester, New York, USA",9.68
,,,1,,1503039,nm0563636,Acting,Saveria Mazzola,,1.025
,1924-08-24,1989-03-05,2,,1503040,nm0016199,Acting,Tito Alba,"Las Tablas, Los Santos, Panama",0.937
,,,2,,1503041,nm0621221,Acting,Johnny Naranjo,,0.6
,,,1,,1503042,nm0537379,Acting,Elda Maida,,1.541
,,,2,,1503043,nm0687785,Acting,Salvatore Po,,1.718
,,,2,,1503044,nm0660568,Acting,Ignazio Pappalardo,,2.457
,,,0,,1503045,nm0560848,Acting,Andrea Maugeri,,0.6
,,,0,,1503046,nm0480225,Acting,Peter LaCorte,,0.6
,,,0,,1503047,nm0178919,Acting,Vincent Coppola,,0.6
,1928-01-20,2018-09-10,2,,14849,nm0232194,Acting,Peter Donat,"Kentville, Nova Scotia, Canada",4.145
,,,2,,1212995,nm0197080,Acting,Tom Dahlgren,,1.987
,,,0,,3353640,,Acting,Paul B. Brown,,0.6
,1922-01-22,1991-10-06,2,,7768,nm0271093,Production,Phil Feldman,"Los Angeles, California, USA",0.993
"Roger William Corman,The Pope of Pop Cinema",1926-04-05,,2,,102429,nm0000339,Production,Roger Corman,"Detroit, Michigan, USA",8.254
Ivonne Coll Mendoza,1947-06-18,,1,http://www.ivonnecoll.com,46929,nm0171583,Acting,Ivonne Coll,"Fajardo, Puerto Rico",5.744
J.D. Nicols,,,0,,1205819,nm0210568,Acting,Joe De Nicola,,1.007
,,,0,,1503048,nm0887980,Acting,Edward Van Sickle,,0.6
Gabria Belloni,,,0,,1503049,nm0069202,Acting,Gabriella Belloni,,0.6
,,,0,,3353641,nm0914846,Acting,Richard Watson,,0.6
,,,0,,1503050,nm0335090,Acting,Venancia Grangerard,,0.665
,1930-10-01,2019-01-27,1,,40349,nm0948361,Acting,Erica Yohn,"Bronx, New York City, New York, USA",6.067
,,,0,,2495753,,Acting,Teresa Tirelli,,0.802
Victor Pujols,,,0,,1403118,nm2181109,Acting,Victor Pujols Faneyte,,1.627
,1929-08-01,2004-02-12,0,,1494522,nm0345343,Acting,Larry Guardino,"Staten Island, New York, USA",2.181
"Archible Ernest ""Buck"" Houghton Jr.",1915-05-04,1999-05-14,2,,47756,nm0396443,Production,Buck Houghton,"Denver, Colorado, USA",1.788
"小杉正一,Sho Kosugi",1948-06-17,,2,,99846,nm0467563,Acting,Shô Kosugi,"Minato, Tokyo, Japan",9.567
,1940-07-27,2018-09-23,2,,12401,nm0476030,Production,Gary Kurtz,"Los Angeles, California, United States",3.743
"Richard Burton Matheson,Logan Swanson,Richard Matheson Sr.",1926-02-20,2013-06-23,2,,12415,nm0558577,Writing,Richard Matheson,"Allendale, New Jersey, USA",3.242
,1952-11-09,1995-09-05,2,,8490,nm0576345,Acting,John Megna,"Queens, New York, USA",5.761
,,,2,,160627,nm0711564,Acting,Jay Rasumny," Brooklyn, New York, USA",2.953
,,,2,,59364,nm0901692,Acting,Julian Voloshin,,1.526
,,,0,,3170,nm0803752,Production,Mona Skager,,1.4
,1930-09-01,2007-10-21,2,,3176,nm0708525,Production,Vic Ramos,"Los Angeles, California, USA",1.387
,,,2,,794,nm0333908,Art,Angelo P. Graham,,2.459
,1927-05-22,1992-08-25,2,,8339,nm0625388,Art,George R. Nelson,,0.833
,,,1,,597,nm0270670,Production,Jane Feinberg,,2.759
"Ronald Michael Fenton,Michael Fenton,Roos-Fenton",,2020-12-30,2,,598,nm0272067,Production,Mike Fenton,"Los Angeles, California, USA",1.306
,,,0,,1054,nm0295930,Sound,James Fritch,,0.6
,1938-10-26,2019-04-04,2,,2988,nm0539794,Editing,Barry Malkin,,1.445
,1918-03-04,1985-04-23,2,,3102,nm0063712,Sound,Howard Beals,"Los Angeles, California, USA",0.972
,,,2,,3175,nm0548943,Editing,Richard Marks,,1.22
,,,2,,3177,nm0074281,Sound,Mark Berger,,0.615
Nat Boxer,,,2,,3178,nm0101537,Sound,Nathan Boxer,,0.616
,,,0,,3179,nm0104461,Sound,George Brand,,0.84
,1924-03-23,1996-06-20,2,,18373,nm0314425,Camera,Ralph Gerling,"Chicago, Illinois, USA",0.712
,1929-03-27,,1,,6455,nm0887916,Costume & Make-Up,Theadora Van Runkle,,0.63
,,,2,,16654,nm0322774,Production,Michael S. Glick,,0.652
,1930-03-19,2019-09-30,2,,81538,nm0280408,Art,Wayne Fitzgerald,"Los Angeles, California, USA",1.4
"Newton D. Arnold,Newton Arnold,Newton Dennis Arnold",1922-02-22,2000-02-12,2,,70250,nm0036582,Directing,Newt Arnold,"Palo Alto, California, USA",3.124
Mike Kusley,,,0,,102589,nm0476345,Directing,Michael Kusley,,0.6
Robert Rose,1928-05-28,,0,,557873,nm0741273,Camera,Bob Rose,"Los Angeles, California, USA",1.4
,,,0,,1359894,nm0089572,Production,Burt Bluestein,,0.83
"Charles Schramm,Charlie Schram,Charles Schram",1911-03-21,2008-11-11,2,,1409008,nm0775089,Costume & Make-Up,Charles H. Schram,"Los Angeles, California, USA",1.148
,,,0,,1419935,nm0147164,Costume & Make-Up,Naomi Cavin,,0.84
,,,0,,1427699,nm0290567,Directing,John Franco,,2.112
,,,1,,1469560,nm0677132,Crew,Eileen Peterson,,0.6
Charlie Wilborn,,,0,,1511706,nm0928088,Sound,Charles M. Wilborn,,1.837
" Jack R. English",,,0,,1511713,nm1243459,Production,Jack English,,1.62
,,,0,,1518593,nm0045468,Directing,B.J. Bjorkman,,0.691
,,,0,,1535121,nm0391834,Lighting,George Holmes,,0.6
J. Alan Hopkins,,,0,,1630221,,Directing,Alan Hopkins,,1.583
,,,0,,1783080,,Production,Henry J. Lange Jr.,,0.652
"Myers,Chuck Myers,C.A. Myers,Charles A. Myers,Charles D. Myers,Charles A. Meyers",1939-01-09,1995-02-12,2,,1966431,nm0616663,Directing,Charles Myers,"Medford, Oregon, USA",0.6
,1951-08-03,,1,,2930663,nm0396463,Acting,Mona Houghton,,1.128
"SRK,Shahrukh Khan,शाहरुख़ ख़ान,شاہ رخ خان,Shah Rukh,沙鲁克·汗,Σαρούκ Καν,Σαχ Ρουκ Κχαν,King Khan,Badshah,சாருக் கான்,ஷாருக்கான்",1965-11-02,,2,http://filmywrep.com,35742,nm0451321,Acting,Shah Rukh Khan,"New Delhi, Delhi, India",18.393
"Kajol Mukherjee,Kajol Devgan,काजोल देवगन,काजोल,काजोल मुखर्जी,카졸",1974-08-05,,1,,55061,nm0004418,Acting,Kajol,"Mumbai, Maharashtra, India",13.73
"Amrish Lal Singh Puri,Amrish Lal Puri,Amrish Singh Puri,Mogambo,Mola Ram,अमरीश पुरी",1932-06-22,2005-01-12,2,,691,nm0700869,Acting,Amrish Puri,"Jalandhar, Punjab, India",20.198
"अनुपम खेर,阿努潘·凱爾,阿努潘·凯尔",1955-03-07,,2,https://theanupamkher.com/,6217,nm0451600,Acting,Anupam Kher,"Shimla, Himachal Pradesh, India",5.635
सतीश शाह,1951-06-25,,2,,35759,nm0787474,Acting,Satish Shah,"Bombay, India",5.736
"फरीदा ज़लाल,Farida Jalaal",1949-03-14,,1,,146971,nm0416077,Acting,Farida Jalal,"New Delhi, Delhi, India",5.72
"अचला सचदेव,ਅਚਲਾ ਸਚਦੇਵ,Ачала Сачдев,Achla Sachdev",1920-05-03,2012-04-30,1,,146972,nm0755087,Acting,Achala Sachdev,"Peshawar, North-West Frontier Province, British India",4.552
"Hemani Shivpuri,हिमानी शिवपुरी",1960-10-24,,1,,78248,nm0794510,Acting,Himani Shivpuri,"Dehra Dun, Uttar Pradesh, India",3.971
,1982-11-21,,1,,146973,nm0750408,Acting,Pooja Ruparel,"Mumbai, India",4.518
"Mandhira Bedi,Manthira Bedi,Manthra Bedi,Mandhra Bedi,मंदिरा बेदी,മന്ദിര ബേദി,மந்திரா பேடி",1972-04-15,,1,http://mandirabedi.in,146974,nm0990671,Acting,Mandira Bedi,"Calcutta, West Bengal, India",3.183
,1973-01-05,,2,,69709,nm0159167,Acting,Uday Chopra,,3.133
"परमीत सेठी,ਪਰਮੀਤ ਸੇਠੀ",1966-12-11,,2,,85696,nm0786033,Acting,Parmeet Sethi,"New Delhi, Delhi, India",5.501
"KJo, 	Karan Dharma Kama Johar,Κάραν Τζόχαρ",1972-05-25,,2,,35736,nm0424103,Production,Karan Johar,"Mumbai, Maharashtra, India",5.081
,,,0,,631226,nm0754818,Writing,Arjun Sablok,,0.939
"Anaita Shroff ",,,1,,102252,nm1224956,Costume & Make-Up,Anaita Shroff Adajania,"Mumbai, Maharashtra, India",1.157
,,,0,,1661299,,Acting,Hemlata Deepak,,0.6
"Lalit Mohan Tiwari,Lalit Tewari",,,0,,1427907,nm0864607,Acting,Lalit Tiwari,,1.306
,,,0,,1661291,,Acting,Baby Raashi,,0.6
,,,0,,1661293,,Acting,Baby Nupur,,0.6
,,,2,,1661294,nm1738187,Acting,Shanker Iyer,,0.608
Shri Rajesh Bathija,,,0,,2400262,nm1739852,Acting,Rajesh Bhatija,,0.6
,,,0,,1661296,,Acting,Govind Khatri,,0.6
,,,0,,1661297,,Acting,Mansoor Merchant,,0.6
,,,0,,1661298,,Acting,Mohit Kumar,,0.6
,,,0,,1661300,,Acting,Damyanti Puri,,0.6
,,,0,,2400263,,Acting,Surendra Rahi,,0.605
,1965-01-09,,1,,8311,nm0007134,Crew,Farah Khan,India,4.191
"यश चोपड़ा,Яш Чопра",1932-09-27,2012-10-21,2,,35770,nm0007181,Directing,Yash Chopra,"Shaheed Bhagat Singh Nagar, Punjab, India",2.533
आदित्य चोपड़ा,1971-05-22,,2,,35771,nm0159147,Production,Aditya Chopra,"Mumbai, Maharashtra, India",2.093
,,,1,,35740,nm0747181,Art,Sharmishta Roy,,0.888
Jatin-Lalit,,,0,,70849,,Sound,Jatin Pandit,,0.6
ਮਨਮੋਹਨ ਸਿੰਘ,,,2,,82079,nm0802168,Directing,Manmohan Singh,,0.796
"Asha Bhonsle,Asha Bosle",1933-09-08,,1,,108938,nm0080427,Sound,Asha Bhosle,"Sangli, Maharashtra, India",0.637
Jatin-Lalit,,,2,,133179,nm1269730,Sound,Lalit Pandit,,0.6
"Javed Siddhiqui,Javed Siddiqi,Javed Siddiqu,Javed Siddique,Javes Siddique,Javid Siddique,Jaaved Siddiqui,Javed Siddiquie,Javed Sidiqui",,,2,,146970,nm0796503,Writing,Javed Siddiqui,,2.369
,,,0,,565173,nm0619661,Editing,Keshav Naidu,,0.709
आनंद बख्शी,1930-07-21,2002-03-30,2,,927644,nm0049244,Writing,Anand Bakshi,"Rawalpindi, Pakistan",2.062
Udit Narayan Jha,1955-12-01,,2,,1113618,nm0621257,Sound,Udit Narayan,"Bhardaha, Nepal",2.339
"Kedarnath Bhattacharya,Sanu Bhattacharya,Kumar Janu,Kumar Shah,Kumar Shanno,Kumar Shano,Kumar Shanoo,Kumar Shanu,Kumar",1957-10-20,,2,,1113619,nm0764384,Sound,Kumar Sanu,"Kolkata, India",4.658
,,,0,,1148398,nm0451314,Crew,Saroj Khan,,0.6
"Lata M,Latha Mangeshkar,Latha Mangeskar",1929-09-28,2022-02-06,1,,1608033,nm0542196,Sound,Lata Mangeshkar,"Indore, India",1.4
,,,0,,1661254,,Writing,Pamela Chopra,,1.664
,,,0,,1661255,,Production,Mahen Vakil,,0.84
,,,0,,1661256,,Costume & Make-Up,Ravi Indulkar,,1.664
,,,0,,1661257,,Costume & Make-Up,Pandhari Juker,,0.6
,,,0,,1661258,,Costume & Make-Up,Farida Khan,,0.6
Vinod K. Rathod,,,2,,1661259,nm1231018,Costume & Make-Up,Vinod Rathod,,0.6
,,,0,,1661260,,Production,Balakrishnan Iyer,,0.625
,,,0,,1661261,,Art,Mohammed Kasim,,0.6
,,,0,,1661262,,Sound,Arunkumar Bose,,0.84
,,,0,,1661263,,Costume & Make-Up,Shashikant Shellar,,0.6
,,,0,,2400265,,Sound,Ajay Trivedi,,0.6
"連恩·尼遜,เลียม นีสัน,リーアム・ニーソン,리암 니슨,ليام نيسون,Ліам Нісон,Вільям Джон Нісон,连姆·尼森,William John ""Liam"" Neeson OBE,Λίαμ Νίσον,连姆·尼森饰,Liams Nīsons,Lijam Nison,Лијам Нисон",1952-06-07,,2,,3896,nm0000553,Acting,Liam Neeson,"Ballymena, County Antrim, Northern Ireland, UK",59.847
" Sir Ben Kingsley ,Krishna Pandit Bhanji,بن كينغسلي,벤 킹즐리,ベン・キングズレー,เบน คิงสลีย์,本·金斯利,Бен Кингсли,Krishna Bhanji,Σερ Μπεν Κίνγκσλεϊ,Μπεν Κίνγκσλεϊ,बेन किंग्सले,Сер Бен Кингсли",1943-12-31,,2,,2282,nm0001426,Acting,Ben Kingsley,"Snainton, North Riding of Yorkshire, England, UK",23.455
"Рэйф Файнс,レイフ・ファインズ,Рейф Файнз",1962-12-22,,2,,5469,nm0000146,Acting,Ralph Fiennes,"Ipswich, Suffolk, England, UK",30.857
캐롤라인 구덜,1959-11-13,,1,http://imcompany.com.au/actors/caroline-goodall/,6692,nm0328751,Acting,Caroline Goodall,"London, England, UK",10.234
,1959-04-23,,2,,6693,nm0755974,Acting,Jonathan Sagall,"Toronto, Ontario, Canada",9.505
"Embeth Jean Davidtz,エンベス・デイヴィッツ",1965-08-11,,1,,6368,nm0001110,Acting,Embeth Davidtz,"Lafayette, Indiana, USA",36.81
" Malgoscha Gebel",1955-11-30,,1,,6694,nm0311343,Acting,Malgorzata Gebel,"Katowice, Śląskie, Poland",7.529
,,,2,,6695,nm0506616,Acting,Shmuel Levy,,3.765
"Mark Alexandrovich Ivanir,מארק איווניר,Марк Олександрович Іванір,Марк Александрович Иванир,Марк Иванир",1968-09-06,,2,https://markivanir.com,6696,nm0411980,Acting,Mark Ivanir,"Chernovtsy, Ukrainian SSR, USSR [now Chernivtsi, Ukraine]",10.205
,1965-12-02,2001-12-14,1,,6697,nm0534151,Acting,Béatrice Macola,,4.144
안제이 세베린,1946-04-25,,2,,2829,nm0786614,Acting,Andrzej Seweryn,"Heilbronn, Germany",7.244
,1942-06-30,,2,,6698,nm0903110,Acting,Friedrich von Thun,"Kvasice, Czech Republic",3.282
,1958-01-05,,2,,6699,nm0525181,Acting,Krzysztof Luft,"Warsaw, Poland",1.14
,,,2,,6700,nm0624582,Acting,Harry Nehring,,0.68
,1946-07-09,,2,http://norbertweisser.com/index.htm,6701,nm0919256,Acting,Norbert Weisser,"Neu-Isenburg, Germany",2.269
,,,0,,6702,nm0633058,Acting,Adi Nitzan,,2.608
,,,0,,1115699,nm0773946,Acting,Michael Schneider,,0.6
,,,0,,6704,nm0264577,Acting,Miri Fabian,,2.733
Anna Maria Mucha,1980-04-26,,1,http://www.annamucha.pl/,6705,nm0610839,Acting,Anna Mucha,"Varsovia, Polonia",4.426
"Geduldig un Thimann,Альберт Мисак",1947-01-01,,2,,6706,nm0592651,Acting,Albert Misak,"Wien, Austria",0.668
,,,0,,1592167,nm0330457,Acting,Michael Gordon,,0.694
,1954-10-10,,1,,6708,nm0342800,Acting,Aldona Grochal,"Pszczyna, Śląskie, Polska",1.339
,1960-01-21,,2,https://filmpolski.pl/fp/index.php?osoba=1112918,6709,nm0944216,Acting,Jacek Wójcicki,"Kraków, małopolskie, Polska",0.952
,,,0,,6710,nm0658831,Acting,Beata Paluch,,1.5
피오트르 폴크,1962-01-22,,2,,6711,nm0689320,Acting,Piotr Polk,"Kalety, śląskie, Polska",0.987
,1947-04-02,,2,,6712,nm0196710,Acting,Ezra Dagan,,2.338
Beata Nowak,1972-04-29,,1,,1950661,,Acting,Beata Deskur,,0.6
,1963-01-12,,2,,86359,nm0381812,Acting,Rami Heuberger,"Tel Aviv, Israel",1.804
,,,0,,1611171,,Sound,Leopold Kozlowski,,0.6
,1923-06-20,2013-03-26,2,,7119,nm0637360,Acting,Jerzy Nowak,"Brzesko, Polska",1.82
,,,2,,1317875,nm0043303,Acting,Uri Avrahami,,3.032
,1981-03-10,,2,,136655,nm0797171,Acting,Adam Siemion,,2.313
,1971-10-12,,1,,1950665,,Acting,Magdalena Dandourian,"Grudziądz, Polska",4.194
"Павел Делонг,Pavel Delong,Pawel Delong,Pawel Delag",1970-04-29,,2,,107637,nm0216117,Acting,Paweł Deląg,"Kraków, małopolskie, Polska",5.678
,,,0,,1950725,,Acting,Shabtai Konorti,,1.094
,,,0,,1950731,,Acting,Oliwia Dabrowska,,1.026
,1934-03-12,1997-10-08,2,,1068465,nm0084402,Acting,Henryk Bista,,3.179
,1955-01-02,2022-01-24,2,,544038,nm0102940,Acting,Tadeusz Bradecki,"Zabrze, Poland",1.399
,1976-01-27,,2,,1211521,nm0458352,Acting,Wojciech Klata,"Warsaw, Poland",2.655
,1966-07-11,,1,,17257,nm0530581,Acting,Elina Löwensohn,"Bucharest, Romania",6.339
Ewa Kolasińska-Szramel,1951-07-13,,1,,1138248,nm0463875,Acting,Ewa Kolasińska-Szramel,"Poznań, Poland",2.416
,1963-07-19,,1,,294079,nm0475460,Acting,Bettina Kupfer,"Stuttgart, Germany",1.585
,,,0,,1708199,,Acting,Grzegorz Kwas,,2.065
Vilim Matula,1962-03-05,,2,,1015378,nm0560529,Acting,Vili Matula,"Zagreb, Croatia, Yugoslavia",0.875
,,,0,,1950740,,Acting,Stanislaw Koczanowicz,,0.6
"Hans Jörg Assmann,Hans Jorg Assmann,Ханс-Йорг Ассманн",1943-01-01,,2,,43350,nm0039879,Acting,Hans-Jörg Assmann,,2.705
,1965-01-01,,1,,575906,nm0496087,Acting,Geno Lechner,Germany,5.291
,1958-06-27,,2,http://augustschmoelzer.com/,45694,nm0773590,Acting,August Schmölzer,,1.503
,1959-03-16,,2,,1088,nm0685598,Acting,Ludger Pistor,"Recklinghausen, Germany",4.113
,,,0,,1950744,,Acting,Beata Rybotycka,,1.094
,1932-06-10,2019-11-14,2,,930,nm0527322,Production,Branko Lustig,"Osijek, Croatia, Yugoslavia",1.62
"Artus M. Matthiessen,Artus Maria Matthiessen",1950-01-01,,2,,1303981,nm0560246,Acting,Artus-Maria Matthiessen,,0.6
,1938-04-02,2017-11-07,2,,35263,nm0716795,Acting,Hans-Michael Rehberg,"Fürstenwalde, Brandenburg, Germany",2.121
"Eugeniusz Priwiezieńcew,Z. Priwieziencew",1946-08-17,2005-07-08,2,,37354,nm0698178,Acting,Eugeniusz Priwieziencew,"Gdańsk, pomorskie, Polska",1.916
Michael Hoffmann,1943-02-25,,2,,1587013,nm0389222,Acting,Michael Z. Hoffmann,"Munich, Germany",0.608
,1951-07-30,,2,http://www.erwin-leder.com/,3970,nm0496441,Acting,Erwin Leder,"St. Pölten, Austria",3.331
,1959-04-10,,2,,4936,nm0293695,Acting,Jochen Nickel,"Witten, Germany",2.454
,,,0,,1950757,,Acting,Andrzej Welminski,,0.84
,,,0,,1950758,,Acting,Daniel Del-Ponte,,0.6
,1943-07-01,2008-06-23,2,,1138906,nm0322882,Acting,Marian Glinka,"Warsaw, Poland",1.214
그제고시 다미엥츠키,1967-11-15,,2,,1065359,nm0198812,Acting,Grzegorz Damięcki,"Warsaw, Poland",5.203
,1936-10-02,,2,,1151168,nm0107014,Acting,Stanisław Brejdygant,"Warsaw, Poland",1.157
,1968-12-06,,2,,107571,nm0523821,Acting,Olaf Lubaszenko,"Wrocław, Poland",4.474
,1953-05-03,,2,,3738,nm0125379,Acting,Haymon Maria Buttinger,"Wien, Austria",2.69
,,,0,,134477,nm0032303,Acting,Peter Appiano,,0.605
,,,0,,1950761,,Acting,Jacek Pulanecki,,0.694
,1957-09-20,,2,,1138295,nm0214076,Acting,Tomasz Dedek,"Rawa Mazowiecka, Polska",1.711
,1958-04-14,,2,,1678870,,Acting,Sławomir Holland,"Warsaw, Poland",1.4
,1955-12-08,,2,,4924,nm0783847,Acting,Martin Semmelrogge,"Bad Boll, Germany",2.588
,1948-05-01,,2,,1083400,nm0401291,Acting,Tadeusz Huk,"Kraków, Malopolskie, Poland",1.577
Alexander G.Held,1958-10-19,,2,,21743,nm0374901,Acting,Alexander Held,"Munich, Germany",4.079
피오트르 치르부스,1961-06-20,,2,,1041803,nm0194305,Acting,Piotr Cyrwus,"Nowy Targ, Małopolskie, Poland",3.695
"Yoakhim Paul Assbek,Joachim Paul Assboeck,Joachim Assboeck,Joachim P. Assböck,Joachim-Paul Assböck,Joachim Assböck,Paul Assböck,Joachim P. Asspöck",1965-10-26,,2,http://www.assboeck.de/,51651,nm0039784,Acting,Joachim Paul Assböck,"Cologne, Germany",2.778
"Ossi Ragheb,Ossie Ragheb",1926-05-11,,2,,150797,nm0706486,Acting,Osman Ragheb,"Nablus, Palestine",1.534
,1960-07-16,,0,,1138273,nm0650192,Acting,Maciej Orłoś,"Warsaw, Poland",0.84
,,,0,,1950765,,Acting,Marek Wrona,,0.6
Zbigniew Kozlowski,,,2,,1950766,,Acting,Zbigniew Kozłowski,,1.4
,1969-03-08,,2,,1950767,,Acting,Marcin Grzymowicz,"Warsaw, Poland",0.682
,,,2,,1540798,nm0937055,Acting,Dieter Witting,,1.166
Magdalena Salewska,1968-10-10,,1,,1448565,nm0464733,Acting,Magdalena Komornicka,"Łódź, Polska",1.313
,1971-03-20,,1,,572358,nm0472650,Acting,Agnieszka Krukówna,"Chorzów, Slaskie, Poland",4.422
,1980-11-15,,1,,1950769,,Acting,Anemona Knut,"Warsaw, Poland",1.058
,,,2,,2981772,nm0283490,Acting,Jeremy Flynn,,0.84
"Агнешка Вагнер,アニエスカ・ワグナー",1970-12-17,,1,,131237,nm0905777,Acting,Agnieszka Wagner,"Warsaw, Mazowieckie, Poland",10.665
