title,year,imdbid,id,rating
Good News,1947,0039431,1679,2
"Shocking Miss Pilgrim, The",1947,0039819,1681,3
"Egg and I, The",1947,0039349,2287,3
"Paradine Case, The",1947,0039694,2330,2
"Ghost and Mrs. Muir, The",1947,0039420,3047,3
Gunfighters,1947,0039441,3112,2
Crossfire,1947,0039286,4411,2
Calendar Girl,1947,0039236,5779,2
Build My Gallows High,1947,0039689,6550,2
Nada,1947,0039650,7432,3
Fun &amp; Fancy Free,1947,0039404,8053,1
Body and Soul,1947,0039204,8619,3
Dishonored Lady,1947,0039324,8646,3
"Unfinished Dance, The",1947,0039938,8729,3
"Lady from Shanghai, The",1947,0040525,8756,0
Miracle on 34th Street,1947,0039628,8989,3
Gentleman&#39;s Agreement,1947,0039416,9598,1
"Voice of the Turtle, The",1947,0039969,10350,3
Dark Passage,1947,0039302,10523,2
Monsieur Verdoux,1947,0039631,10635,3
Red River,1948,0040724,1320,0
"Red Shoes, The",1948,0040725,1229,3
Hamlet,1948,0040416,1232,1
Bonnie Prince Charlie,1948,0040183,1236,2
Enchantment,1948,0040321,1241,3
Anna Karenina,1948,0040098,1262,2
Command Decision,1948,0040242,1354,0
Rudolph the Red-Nosed Reindeer,1948,0156031,1601,0
Easter Parade,1948,0040308,1677,3
Rope,1948,0040746,2040,0
"Snake Pit, The",1948,0040806,2098,3
Casbah,1948,0040214,2256,1
"Fuller Brush Man, The",1948,0040379,2300,1
Mr. Blandings Builds His Dream House,1948,0040613,2445,3
"Treasure of the Sierra Madre, The",1948,0040897,3239,0
I Remember Mama,1948,0040458,4390,3
Act of Violence,1948,0041088,4944,2
Call Northside 777,1948,0040202,5115,1
Joan of Arc,1948,0040491,6363,3
Bicycle Thieves,1948,0040522,6517,2
Melody Time,1948,0040580,8054,1
Macbeth,1948,0040558,8264,1
It Happened in Europe,1948,0039949,8559,0
Abbott and Costello Meet Frankenstein,1948,0040068,10163,3
"Naked City, The",1948,0040636,10359,1
Key Largo,1948,0040506,10524,3
Brighton Rock,1948,0039220,10599,3
Spring in a Small Town - &amp;#26149;&amp;#20043;&amp;#22478;&amp;#23567;,1948,0189219,10667,3
"Third Man, The",1949,0041959,611,0
"Barkleys of Broadway, The",1949,0041158,1684,3
On the Town,1949,0041716,1690,3
Adam&#39;s Rib,1949,0041090,1716,3
Pinky,1949,0041746,1736,3
Caught,1949,0040221,1841,3
"Set-Up, The",1949,0041859,1986,0
Little Women,1949,0041594,2232,3
Mighty Joe Young,1949,0041650,2651,0
"Man on the Eiffel Tower, The",1949,0041628,2849,2
Late Spring,1949,0041154,3539,3
A Letter to Three Wives,1949,0041587,3967,3
Kind Hearts and Coronets,1949,0041546,4008,1
"Fountainhead, The",1949,0041386,4554,1
"Heiress, The",1949,0041452,6358,3
I Was a Male War Bride,1949,0041498,7018,2
"Adventures of Ichabod and Mr. Toad, The",1949,0041094,7059,0
Under Capricorn,1949,0042004,7341,3
All the King&#39;s Men,1949,0041113,9597,1
Tarzan&#39;s Magic Fountain,1949,0041947,9702,0
Jour de Fete,1949,0040497,9982,0
Flame of My Love,1949,0042031,10135,3
Flamingo Road,1949,0041373,10174,3
Come to the Stable,1949,0041257,10420,3
All About Eve,1950,0042192,139,3
Sunset Blvd.,1950,0043014,608,3
Cinderella,1950,0042332,1057,3
Rashomon,1950,0042876,1402,0
Summer Stock,1950,0043012,1678,3
"Asphalt Jungle, The",1950,0042208,2099,1
Harvey,1950,0042546,2596,2
Orpheus,1950,0041719,3295,2
Born Yesterday,1950,0042276,3990,3
"Flying Saucer, The",1950,0042469,4031,1
In a Lonely Place,1950,0042593,4417,2
Odette,1950,0043871,4521,3
No Way Out,1950,0042792,5232,3
D.O.A.,1950,0042369,5350,1
Stage Fright,1950,0042994,6233,3
Scandal,1950,0042958,7144,3
Les enfants terribles,1950,0042436,7836,3
Three Secrets,1950,0043045,8363,3
Tarzan and the Slave Girl,1950,0043025,9700,0
Caged,1950,0042296,10059,3
Panic in the Streets,1950,0042832,10181,0
Gun Crazy,1950,0042530,10663,3
Ace In The Hole,1951,0043338,871,2
Strangers on a Train,1951,0044079,1417,2
Alice in Wonderland,1951,0043274,1207,3
"African Queen, The",1951,0043265,1491,0
"Day the Earth Stood Still, The",1951,0043456,1916,3
A Streetcar Named Desire,1951,0044081,2930,3
Show Boat,1951,0044030,2977,3
Diary of a Country Priest,1951,0042619,2989,1
An American in Paris,1951,0043278,3389,1
Early Summer,1951,0043313,3222,3
"Thing from Another World, The",1951,0044121,3293,1
Bellissima,1951,0043332,3825,3
Take Care of My Little Girl,1951,0044100,4510,3
Quo Vadis,1951,0043949,5092,3
Cause for Alarm!,1951,0043390,5739,3
Westward the Women,1951,0044205,6498,3
"Idiot, The",1951,0043614,7157,3
Surcos,1951,0044092,7435,3
Tarzan&#39;s Peril,1951,0043695,9703,1
Singin&#39; in the Rain,1952,0045152,612,3
"Magic Box, The",1952,0043769,1243,2
"Big Sky, The",1952,0044419,1465,0
Lovely to Look at,1952,0044855,1689,3
High Noon,1952,0044706,2704,2
"Quiet Man, The",1952,0045061,2737,1
Clash by Night,1952,0044502,3403,3
Forbidden Games,1952,0043686,5972,3
Limelight,1952,0044837,6917,1
"Snows of Kilimanjaro, The",1952,0045162,6941,1
Ikiru,1952,0044741,7162,1
"Bad and the Beautiful, The",1952,0044391,7323,2
Europe &#39;51,1952,0043511,8241,3
"Greatest Show on Earth, The",1952,0044672,9596,2
Tarzan&#39;s Savage Fury,1952,0045220,9701,0
Parasakthi,1952,0215033,9955,2
"Story of Robin Hood and His Merrie Men, The",1952,0045197,9975,3
"Sound Barrier, The",1952,0044446,10402,3
Ivanhoe,1952,0044760,10526,2
Julius Caesar,1953,0045943,1272,1
Peter Pan,1953,0046183,1118,3
Le Salaire de la Peur,1953,0046268,1444,1
Roman holiday,1953,0046250,1554,3
Mogambo,1953,0046085,1362,2
Tokyo Story,1953,0046438,1630,3
"Band Wagon, The",1953,0045537,1692,1
Stalag 17,1953,0046359,1883,0
"War of the Worlds, The",1953,0046534,2375,1
Calamity Jane,1953,0045591,2427,3
Gentlemen Prefer Blondes,1953,0045810,2547,3
"Cruel Sea, The",1953,0045659,2553,3
Miss Sadie Thompson,1953,0046076,3124,3
Salome,1953,0046269,3125,3
Shane,1953,0046303,3303,1
Mesa of Lost Women,1953,0046066,3958,1
From Here to Eternity,1953,0045793,4071,3
"Hitch-Hiker, The",1953,0045877,4301,0
I Confess,1953,0045897,4616,1
"Big Heat, The",1953,0045555,4854,3
How to Marry a Millionaire,1953,0045891,4909,3
Fear and Desire,1953,0045758,5366,0
Pickup on South Street,1953,0046187,5736,3
Mr. Hulot&#39;s Holiday,1953,0046487,5937,3
Ugetsu,1953,0046478,5973,2
Summer with Monika,1953,0046345,5998,3
Glen or Glenda,1953,0045826,6797,0
"Wild One, The",1953,0047677,7693,1
"Beast from 20,000 Fathoms, The",1953,0045546,7900,1
Inferno,1953,0045911,8011,0
"5,000 Fingers of Dr. T., The",1953,0045464,8466,0
It Came from Outer Space,1953,0045920,8634,2
"earrings of Madame de..., The",1953,0046022,9004,3
House of Wax,1953,0045888,9290,3
Tarzan and the She-Devil,1953,0046404,9704,1
Cat Women of the Moon,1953,0045609,10171,3
"Man Between, The",1953,0046031,10654,3
Phffft,1954,0047349,586,2
Touchez pas au grisbi,1954,0046451,657,1
Seven Brides for Seven Brothers,1954,0047472,1351,3
White Christmas,1954,0047673,1391,3
Johnny Guitar,1954,0047136,1694,2
On the Waterfront,1954,0047296,1812,0
20000 Leagues Under the Sea,1954,0046672,1965,0
Rear Window,1954,0047396,2132,3
Them!,1954,0047573,2158,1
Sabrina,1954,0047437,2294,3
Hobson&#39;s Choice,1954,0047094,2426,3
Knock on Wood,1954,0047152,2746,1
Dial M for Murder,1954,0046912,3337,0
Shichinin no samurai,1954,0047478,3600,0
A Star Is Born,1954,0047522,3674,1
Executive Suite,1954,0046963,3925,2
Journey to Italy,1954,0046511,3954,3
"Glenn Miller Story, The",1954,0047030,3993,2
Three Coins in the Fountain,1954,0047580,4048,3
Late Chrysanthemuns,1954,0046750,4710,3
Creature from the Black Lagoon,1954,0046876,4883,0
Attila,1954,0046731,5124,2
Salt of the Earth,1954,0047443,5356,3
Gojira,1954,0047034,5505,1
Animal Farm,1954,0047834,7346,0
Uwasa no onna,1954,0047638,7580,3
Comicos,1954,0045665,7610,3
An American in Rome,1954,0046705,8109,1
Carmen Jones,1954,0046828,8441,3
Miseria e nobilta,1954,0047238,9054,3
Jail Bait,1954,0047127,9176,3
"Caine Mutiny, The",1954,0046816,9567,1
Senso,1954,0047469,10286,1
To Catch a Thief,1955,0048728,782,3
"Night of the Hunter, The",1955,0048424,878,3
Lady and the Tramp,1955,0048280,1170,2
Daddy Long Legs,1955,0047969,1693,3
Sommarnattens leende (Smiles of a Summer Night),1955,0048641,1735,2
"Ladykillers, The",1955,0048281,1827,3
Guys and Dolls,1955,0048140,2115,3
Diabolique,1955,0046911,2344,3
"Dam Busters, The",1955,0046889,2552,1
Rebel Without a Cause,1955,0048545,2926,1
"Fast and the Furious, The",1955,0046969,3158,3
"Big Combo, The",1955,0047878,3339,2
Rififi,1955,0048021,3404,1
We&#39;re No Angels,1955,0048801,3739,3
Bride of the Monster,1955,0047898,4073,3
Tarantula,1955,0048696,4108,0
Marty,1955,0048356,4442,3
Oklahoma!,1955,0048445,4754,3
"Seven Year Itch, The",1955,0048605,4896,1
Summertime,1955,0048673,5165,3
Killer&#39;s Kiss,1955,0048254,5403,1
Pather Panchali,1955,0048473,5471,3
Godzilla Raids Again,1955,0048127,6055,2
This Island Earth,1955,0047577,6468,0
"Glass Slipper, The",1955,0048124,6481,3
My Sister Eileen,1955,0048401,6615,3
"Prisoner, The",1955,0048512,7262,0
"Trouble with Harry, The",1955,0048750,7360,2
"Prodigal, The",1955,0048517,7797,3
Les grandes manoeuvres,1955,0048133,7878,3
Not as a Stranger,1955,0048432,8014,2
Le amiche,1955,0047821,10340,3
All That Heaven Allows,1955,0047811,10342,3
Lola Mont&egrave;s,1955,0048308,10354,3
Bad Day at Black Rock,1955,0047849,10527,0
Richard III,1955,0049674,10662,3
"Searchers, The",1956,0049730,357,3
"Spanish Gardener, The",1956,0049787,1559,2
"Bad Seed, The",1956,0048977,1216,3
"King and I, The",1956,0049408,1092,2
"Iron Petticoat, The",1956,0049369,1545,1
"Wrong Man, The",1956,0051207,2219,1
Forbidden Planet,1956,0049223,2306,0
Gunslinger,1956,0049287,2647,3
Invasion of the Body Snatchers,1956,0049366,2698,3
"Court Jester, The",1956,0049096,2730,2
War and Peace,1956,0049934,2861,3
Bigger Than Life,1956,0049010,2904,0
"Ten Commandments, The",1956,0049833,3076,2
...And God Created Woman,1956,0049189,3409,3
Around the World in Eighty Days,1956,0048960,3981,0
"Proud and Profane, The",1956,0049640,4245,3
Indestructible Man,1956,0049363,4402,1
Bus Stop,1956,0049038,4670,3
"Killing, The",1956,0049406,5414,1
Aparajito,1956,0048956,5470,3
Un condamne a mort s&#39;est echappe ou Le vent souffle ou il veut,1956,0049902,5555,0
Rodan,1956,0049782,6064,1
"Man Who Never Was, The",1956,0049471,6308,3
High Society,1956,0049314,6641,3
Calle mayor [Main Street],1956,0049043,7394,3
"Man Who Knew Too Much, The",1956,0049470,7442,2
Flowing,1956,0049537,8314,3
"Unguarded Moment, The",1956,0049904,8358,1
Eyewitness,1956,0049196,8398,3
Sissi - The Young Empress,1956,0049762,8872,3
La banda degli onesti,1956,0048981,9055,2
"Captain from Kopenick, The",1956,0049293,9719,1
Le coup du berger,1956,0049095,9993,3
Autumn Leaves,1956,0048967,10346,3
Baby Doll,1956,0048973,10348,3
Yield to the Night,1956,0049019,10623,3
Love Me Tender,1956,0049452,10760,2
12 Angry Men,1957,0050083,302,0
"True Story of Jesse James, The",1957,0051114,965,2
Desk Set,1957,0050307,993,3
"Cranes Are Flying, The",1957,0050634,1015,3
"Incredible Shrinking Man, The",1957,0050539,1291,0
Paths of Glory,1957,0050825,1274,0
Old Yeller,1957,0050798,1121,1
Three Faces of Eve,1957,0051077,1660,0
Funny Face,1957,0050419,1747,3
Nights of Cabiria,1957,0050783,1765,3
Kanal,1957,0050585,1800,1
"Enemy Below, The",1957,0050356,1989,0
"Seventh Seal, The",1957,0050976,2043,1
Night of the Demon,1957,0050766,2160,3
Sweet Smell of Success,1957,0051036,2301,1
Fire Down Below,1957,0050397,2420,0
"Heaven Knows, Mr. Allison",1957,0050490,2429,0
Smultronst&auml;llet (Wild Strawberries),1957,0050986,2520,2
Sayonara,1957,0050933,2578,2
Tammy and the Bachelor,1957,0051051,2895,3
"Bridge on the River Kwai, The",1957,0050212,2981,1
"Prince and the Showgirl, The",1957,0050861,3007,3
An Affair to Remember,1957,0050105,3429,2
Oedipus Rex,1957,0050792,3994,1
A Face in the Crowd,1957,0050371,4552,1
Sorority Girl,1957,0050998,4559,3
Witness for the Prosecution,1957,0051201,4933,1
"Mysterians, The",1957,0050251,6624,3
Kiss Them for Me,1957,0050599,7017,2
Forty Guns,1957,0050407,7136,2
Throne of Blood,1957,0050613,7165,0
Amanecer en Puerta Oscura,1957,0050116,7420,3
El vampiro,1957,0051151,8321,3
Island in the Sun,1957,0050549,8685,3
Kronos,1957,0050610,8736,0
Danger stalks near,1957,0050421,9006,3
La Parisienne,1957,0051133,10475,2
"Guns of Fort Petticoat, The",1957,0050470,10594,2
Vertigo,1958,0052357,609,1
M&auml;dchen in Uniform,1958,0051964,1572,3
"Fabulous World of Jules Verne, The",1958,0052374,1247,0
"Vikings, The",1958,0052365,1255,2
Run Silent Run Deep,1958,0052151,1363,0
Teacher&#39;s Pet,1958,0052278,1364,1
"Fly, The",1958,0051622,2281,2
"Day the Sky Exploded, The",1958,0051951,2373,1
Dracula (Horror of Dracula),1958,0051554,2476,3
"Wild Women of Wongo, The",1958,0052394,2585,3
"Screaming Skull, The",1958,0052169,2763,2
Mon Oncle,1958,0050706,2823,3
Touch of Evil,1958,0052311,3146,1
Gigi,1958,0051658,3056,2
"Defiant Ones, The",1958,0051525,3238,0
Auntie Mame,1958,0051383,3321,3
Separate Tables,1958,0052182,3926,3
South Pacific,1958,0052225,3977,3
Indiscreet,1958,0051773,4211,3
I Bury the Living,1958,0051755,4410,1
"Inn of the Sixth Happiness, The",1958,0051776,4849,3
Cat on a Hot Tin Roof,1958,0051459,6012,3
Love Is My Profession,1958,0051579,6938,3
Blood of the Vampire,1958,0051422,7054,0
"Hidden Fortress, The",1958,0051808,7135,0
It! The Terror from Beyond Space,1958,0051786,7606,1
Brink of Life,1958,0052017,8344,3
I Want To Live!,1958,0051758,8450,3
Marjorie Morningstar,1958,0051911,10341,3
Some Came Running,1958,0052218,10521,2
"Female, The",1958,0051608,10562,2
King Creole,1958,0051818,10570,1
"400 Blows, The",1959,0053198,236,0
Sleeping Beauty,1959,53285,474,3
Ben-Hur,1959,0052618,1419,3
Journey to the Center of the Earth,1959,0052948,1256,1
"Nun&#39;s Story, The",1959,0053131,1555,3
Darby O&#39;Gill and the Little People,1959,0052722,1591,3
Some Like It Hot,1959,0053291,2023,3
Imitation of Life,1959,0052918,2095,3
North By Northwest,1959,0053125,2228,1
"Suddenly, Last Summer",1959,0053318,2645,3
"Giant Gila Monster, The",1959,0052846,2796,3
Araya,1959,0051372,3119,3
"Tingler, The",1959,0053363,3166,1
Come Dance with Me!,1959,0053428,3442,3
Good Morning (Ohay&ocirc;),1959,0053134,3525,3
"Great War, The",1959,0052861,3608,1
Ghost of Dragstrip Hollow,1959,0052844,4050,3
A Bucket of Blood,1959,0052655,4065,2
Anatomy of a Murder,1959,0052561,4199,1
House on Haunted Hill,1959,0051744,4373,3
"Wasp Woman, The",1959,0054462,4392,3
"Bat, The",1959,0052602,4523,3
Gidget,1959,0052847,6405,3
Battle in Outer Space,1959,0053388,6645,1
Apur Sansar,1959,0052572,6833,0
Rio Bravo,1959,0053221,6901,1
Pillow Talk,1959,0053172,8392,3
"World, The Flesh and The Devil, The",1959,0053454,8677,0
Plan 9 from Outer Space,1959,0052077,9161,1
Night of the Ghouls,1959,0156843,9169,1
Sleeping Beauty,1959,0053285,9209,3
"Bridge, The",1959,0052654,9379,3
Where the Boys Are,1960,0054469,590,2
Les yeux sans visage,1960,0053459,656,3
A bout de souffle,1960,0053472,799,0
"Magnificent Seven, The",1960,0054047,1295,0
Spartacus,1960,0054331,1273,2
Inherit the Wind,1960,0053946,1712,3
"Apartment, The",1960,0053604,1995,3
Psycho,1960,0054215,2039,3
Exodus,1960,0053804,2144,3
Let&#39;s Make Love,1960,0054022,2546,2
Late Autumn,1960,0053579,2808,3
Body in the Web,1960,0054333,2950,3
Rocco and His Brothers,1960,0054248,2988,2
Black Sunday,1960,0054067,3286,3
Testament of Orpheus,1960,0054377,3294,1
Jigoku (Hell or The Sinners of Hell),1960,0154683,3328,3
"City of the Dead, The",1960,0053719,3634,3
Zazie dans le metro,1960,0054494,3827,3
Make Mine Mink,1960,0054049,4117,3
"Truth, The",1960,0054452,5122,3
"Story of Ruth, The",1960,0054343,5123,3
"Virgin Spring, The",1960,0053976,5380,3
Wild River,1960,0054476,6146,3
La Dolce Vita,1960,0053779,6080,2
La ciociara,1960,0054749,6756,3
Peeping Tom,1960,0054167,6796,2
Le Trou,1960,0054407,6854,0
"Brides of Dracula, The",1960,0053677,8275,3
Shoot the Piano Player,1960,0054389,8367,2
School for Scoundrels,1960,0054279,8566,1
Conspiracy of Hearts,1960,0053732,8992,3
Nerve on Sunday,1960,0054198,9026,2
First Spaceship on Venus,1960,0053250,9207,1
"Time Machine, The",1960,0054387,9338,0
"Bad Sleep Well, The",1960,0054460,9894,1
Les Bonnes Femmes,1960,0053666,9992,3
Last Woman on Earth,1960,0054017,10170,0
L&#39;avventura,1960,0053619,10351,3
"World of Suzie Wong, The",1960,0054483,10449,2
G.I. Blues,1960,0053848,10761,2
Flaming Star,1960,0053825,10762,1
Yojimbo,1961,0055630,660,1
"Children&#39;s Hour, The",1961,0054743,833,3
"Phantom Planet, The",1961,0055294,1292,0
Breakfast at Tiffany&#39;s,1961,0054698,1191,2
Mysterious Island,1961,0055207,1257,0
Underworld U.S.A.,1961,0055571,1165,3
One Hundred and One Dalmatians,1961,0055254,1171,3
El Cid,1961,0054847,1546,1
"Misfits, The",1961,0055184,1365,3
"Hustler, The",1961,0054997,1958,0
"One, Two, Three",1961,0055256,2392,3
West Side Story,1961,0055614,2560,3
"Beast of Yucca Flats, The",1961,0054673,2797,0
Blue Hawaii,1961,0054692,3724,3
Paris Blues,1961,0055278,3909,3
Splendor in the Grass,1961,0055471,4198,3
A Taste of Honey,1961,0055506,4539,3
"Parent Trap, The",1961,0055277,4580,3
A Raisin in the Sun,1961,0055353,5485,3
Snow White and the Three Stooges,1961,0055458,5797,3
La Notte,1961,0054130,6102,3
Mothra,1961,0055198,6448,0
A Woman Is a Woman,1961,0055572,6539,0
"Guns of Navarone, The",1961,0054953,6653,1
"Curse of the Werewolf, The",1961,0054777,7344,3
"Leon Morin, Priest",1961,0055082,7798,3
Accattone,1961,0054599,7831,3
Through a Glass Darkly,1961,0055499,7968,0
"Innocents, The",1961,0055018,8019,3
Flame in the Streets,1961,0054879,8676,3
Lola,1961,0055093,9268,2
King of Kings,1961,0055047,9607,3
"Please, Not Now!",1961,0054700,10476,3
Flower Drum Song,1961,0054885,10493,2
Why Bother to Knock,1961,0055621,10670,2
Jules and Jim,1962,0055032,237,1
Ivanovo detstvo,1962,0056111,691,1
Lawrence of Arabia,1962,0056172,1042,0
What Ever Happened to Baby Jane?,1962,0056687,1298,3
Lolita,1962,0056193,1279,3
To Kill a Mockingbird,1962,0056592,1108,3
"Day of the Triffids, The",1962,0055894,1613,3
"Manchurian Candidate, The",1962,0056218,1954,1
"Trial, The",1962,0057427,2183,1
"Music Man, The",1962,0056262,2430,3
Carnival of Souls,1962,0055830,2591,3
Cleo from 5 to 7,1962,0055852,2609,3
"Brain That Wouldn&#39;t Die, The",1962,0052646,2762,2
Gypsy,1962,0056048,3079,3
"Trial of Joan of Arc, The",1962,0059616,3160,0
"L-Shaped Room, The",1962,0057239,3829,3
La Jetee,1962,0056119,3845,0
"Devil&#39;s Hand, The",1962,0055902,4407,2
Les dimanches de Ville d&#39;Avray,1962,0055910,4481,3
That Touch of Mink,1962,0056575,4513,2
Dr. No,1962,0055928,4637,1
"Miracle Worker, The",1962,0056241,5686,3
King Kong vs. Godzilla,1962,0056142,6119,3
Hatari!,1962,0056059,6332,3
"Loneliness of the Long Distance Runner, The",1962,0056194,6516,3
Boccaccio &acute;70,1962,0055805,7120,2
Advise &amp; Consent,1962,0055728,7159,3
War of the Buttons,1962,0054949,7312,0
Cartouche,1962,0055832,7440,1
Atraco a las tres,1962,0055763,7588,1
Walk on the Wild Side,1962,0056671,8673,3
Vivre Sa Vie,1962,0056663,8849,3
"Longest Day, The",1962,0056197,9106,0
"Treasure of the Silver Lake, The",1962,0056452,9690,1
Antoine and Colette,1962,1180329,9920,0
Hara-Kiri,1962,0056058,9818,0
L&#39;eclisse,1962,0056736,10349,3
"Exterminating Angel, The",1962,0056732,10522,3
Love on a Pillow,1962,0056404,10533,3
Only Two Can Play,1962,0056308,10576,3
"Great Escape, The",1963,0057115,202,0
